Agitated	Agitado
There’s wisdom in his ways	Não há sabedoria em seus modos
I’ve been down and I fell so hard and far from grace	Eu estive pra baixo e me sinto tão áspero e longe da graça
I’ve been hurt and I still recall the flaws on her face	Eu fui machucado e ainda lembro das falhas em sua face
I’ve been off but I'm on up upon my feet	Eu estive fora mas eu estou de pé
My feet again	De pé novamente
Shaken	Abalado
Forsaken	Abandonado
What’s that you’re taking	O que é isso que está levando?
The weeding	A extirpa
The feeling	O sentimento
He lets the records play	Ele deixa o disco tocar
Shaken	Abalado
But breaking	Mas quebrando
Not one for faking	Ninguém para fingir
The reeling is healing	A tontura está melhorando
Life Wasted	Vida Desperdiçada
You're always saying that there's something wrong	Você está sempre dizendo que há algo errado
I'm starting to believe it's your plan all along	Estou começando a acreditar que é esse o seu plano
Death came around, forced to hear it's song	A morte andou aqui perto, forçado a ouvir sua canção
And know tomorrow can't be depended on	E sabendo que não pode se depender do amanhã
Seen the home inside your head	Vi o lar dentro de sua mente
All locked doors and unmade beds	Todas as portas trancadas e camas desarrumadas
Open sores unattended	Feridas abertas e não tratadas
Let me say just once that	Me deixe dizer só mais uma vez que
I have faced it, a life wasted	Eu enfrentei uma vida desperdiçada
I'm never going back there again	Não voltarei pra ela nunca mais
I escaped it,a life wasted	Eu escapei de uma vida desperdiçada
I'm never going back there again	Não voltarei pra ela nunca mais
Having tasted, a life wasted	Tendo provado uma vida desperdiçada
I'm never going back there again	Não voltarei pra ela nunca mais
The world awaits just up the stairs	O mundo espera no topo da escada
Leave the pain for someone else	Deixe a dor pra outra pessoa
Nothing back there for you to find	Nada lá trás pra você encontrar
Or was it you you left behind	Ou foi você mesmo que você deixou pra trás?
You're always saying you're too weak to be strong	Você está sempre dizendo que você é muito fraco pra ser forte
You're harder on yourself than just about anyone	Você é mais duro com você mesmo do que qualquer outro
Why swim the channel just to get this far?	Porque nadar pelo canal só pra chegar até aqui?
Halfway there, why would you turn around?	No meio do caminho, porque você voltaria pra trás?
Darkness comes in waves tell me	A escuridão vem em ondas, me diga
Why invite it to stay?	Porque convidar ela pra ficar?
You're one with negativity	Você é uma pessoa muito negativa
Yes, comfort is an energy	Sim, conforto é uma energia
But why let the sad song play?	Mas porque deixar a canção triste tocar?
I have faced it, a life wasted	Eu enfrentei uma vida desperdiçada
I'm never going back there again	Não voltarei pra ela nunca mais
Oh I escaped it, a life wasted	Eu escapei de uma vida desperdiçada
I'm never going back there again	Não voltarei pra ela nunca mais
Having tasted, a life wasted	Tendo provado uma vida desperdiçada
I'm never going back there again	Não voltarei pra ela nunca mais
Letter To The Dead	Letter To The Dead
Every photograph is peeling	Toda fotografia está desbotando
the colors turn to gray, this day	As cores viram cinza, esse dia
there is always memories for days, these days	Sempre há momorias para dias, esses dias
an undertow of futures laid to waste, embraced	Uma ressaca de futuros prevista para ruír, compreendido
by the loss of one he could not replace	Pela perda de alguém que ele não poderia repôr
and there's no reason that she'd pass	E não há razão que ela passe
and there is no god with the plan, it's sad	E não há deus com o plano, isso é triste
and his holiness is proof, it's said	E sua santidade é a prova, está dito
he could only know how you have sinned	Ele só poderia saber como você tem pecado
the world swings through a passing fable	O mundo balança através de uma mentira passageira
a fate we made a way, we say	Um destino, nós fizemos um caminho, nós dizemos
holding on, live within our own ways	Persistindo, viver em nossos próprios caminhos
he lit a match, he laid in bed	Ele acendeu um fósforo, deitou na cama
hoping their dreams will bring her back, it's sad	Esperando que seus sonhos vão trazer-la de volta, está dito
and his holiness is proof, they said	E sua santidade é a prova, eles disseram
he could only love you, it's said	Ele poderia apenas te amar, está dito
oh in his last breath, believing	Oh em seu último suspiro, Acreditando
he'll make his way	Ele fará seu caminho
if she's not forgotten	Se ela não está esquecida
he's haunted	Ele é assombrado
he's searching for escape	Ele está procurando por uma libertação
Live For Today	Viver Para Hoje
we had this bright idea one late summer night	Nós tivemos uma brilhante ideia numa tardia noite de verão
candy-coated popcorn strung like a beaded curtain hung over your	Pipoca caramelada amarrada como uma cortina de contas penduradas sobre sua
door	Porta
i guess the heat got to it, dripped and melted all over the	Eu acho que o calor levou à isso, pingando e derretido por todo o
floor	Chão
chocolate-covered cherries in tin foil boats float around the	Cerejas cobertas por chocolate em barcos de alumínio flutuam em torno da
floorboard	Placa de piso
i had to laugh not to cry	Eu tive de rir para não chorar
now all your possessions, all of your things, all of your hopes,	Agora toda sua possessividade, todas as suas coisas, todas as suas esperanças,
schemes, desires, and most of all, your dreams	Esquemas, desejos, e a maioria de tudo, seus sonhos
all gone away...gone away...	Tudo foi embora... foi embora..
all gone away...gone away...	Tudo foi embora... foi embora..
all gone away	Tudo foi embora
Long Road	Longa Estrada
And I wished for so long, cannot stay	E eu desejei por tanto tempo, não posso ficar
All the precious moments, cannot stay	Todos os momentos preciosos, não posso ficar
It's not like wings have fallen, cannot stay	Não é porque as asas caíram, não posso ficar
But still something's missing, cannot say	Mas ainda há alguma coisa faltando, não posso ficar
Holding hands of daughters and sons	Segurando as mãos de filhas e filhos
And their faiths are falling down	E a confiança deles está caindo
I have wished for so long	Eu desejei por tanto tempo
How I wish for you today	Como eu desejo por você hoje
Will I walk the long road? Cannot stay	Andarei eu a longa estrada? Não posso ficar
There's no need to say goodbye	Não há necessidade de dizer adeus
All the friends and family	Todos os amigos e família
All the memories going round	Todas as memórias voltam
I have wished for so long	Eu desejei por tanto tempo
How I wish for you today	Como eu desejei por você hoje
And the wind keeps rollin'	E o vento continua soprando
And the sky keeps turning gray	E o céu continua se tornando cinza
And the sun is set	E o sol se põe
The sun will rise another day	O sol irá nascer outro dia
I have wished for so long	Eu desejei por tanto tempo
How I wish for you today	Como eu desejo por você hoje
I have wished for so long	Eu desejei por tanto tempo
How I wish for you today	Como eu desejei por você hoje
Lightning Crashes	Relampeja
"Lightning Crashes"	Relampeja
lightning crashes, a new mother cries	Relampeja, uma nova mãe chora
her placenta falls to the floor	sua placenta cai no chão
the angel opens her eyes	o anjo abre seus olhos
the confusion sets in	a confusão se instala
before the doctor can even close the door	mesmo antes que o médico possa fechar a porta
lightning crashes, an old mother dies	Relampeja, uma velha mãe morre
her intentions fall to the floor	suas intenções caem no chão
the angel closes her eyes	o anjo fecha seus olhos
the confusion that was hers	a confusão que era dela
belongs now, to the baby down the hall	pertence agora, ao bebê adiante no corredor
oh now feel it comin' back again	Oh, eu sinto, voltando novamente
like a rollin' thunder chasing the wind	como um trovão rolando, perseguindo o vento
forces pullin' from the center of the earth again	empurra com força do centro da terra novamente
I can feel it.	eu posso sentir
lightning crashes, a new mother cries	Relampeja, uma nova mãe chora
this moment she's been waiting for	este momento que ela estava esperando
the angel opens her eyes	o anjo abre seus olhos
pale blue colored iris,	íris azul claro,
Love Boat Captain	Capitão do Barco do Amor
Is this just another day, this God forgotten place?	Será que é só mais um dia nesse lugar esquecido por Deus?
First comes love, then comes pain	Primeiro vem o amor e então a dor
Let the games begin	Que comecem os jogos
Questions rise and answers fall, insurmountable	Perguntas surgem e respostas somem, insuperáveis
Love boat captain	Capitão do barco do amor
Take the reigns and steer us towards the clear, here	Assuma o leme e leve-nos à calmaria, aqui
It's already been sung, but it can't be said enough	Isso já foi cantado, mas nunca é demais dizer
All you need is love	Você só precisa de amor
Is this just another phase? Earthquakes making waves	Será que é só mais uma fase de terremotos criando ondas?
Trying to shake the cancer off? Oh, stupid human beings	Tentam se livrar do câncer? Oh, seres humanos tolos
Once you hold the hand of love, it's all surmountable	Quando você segura a mão do amor, tudo é superável
Hold me, and make it the truth	Me abrace e faça disso a verdade
That when all is lost there'll be you	Assim, quando tudo estiver perdido, ainda terei você
Cuz to the universe I don't mean a thing	Porque para o universo, eu nada sou
And there is just one word I still believe	E só há uma palavra em que ainda acredito
And it's love	E é amor
It's an art to live with pain, mix the light into grey	É uma arte conviver com a dor, misturar as luzes com as cinzas
Lost nine friends we'll never know, two years ago today	Há dois anos, perdemos nove amigos que nunca conheceremos
And if our lives became too long, would it add to our regret?	E se nossas vidas se tornarem longas demais, isso nos fará sentir mais culpa?
And the young, they can lose hope cuz they can't see beyond today	E os jovens, eles podem perder a esperança pois não conseguem ver além do hoje
The wisdom that the old can't give away, hey	A sabedoria que os velhos não podem revelar, oh
Constant recoil	Sempre nos acuando
Sometimes life	Às vezes a vida
Don't leave you alone	Não te deixa em paz
Hold me, and make it the truth	Me abrace e faça disso a verdade
That when all is lost there will be you	Assim, quando tudo estiver perdido, ainda terei você
Cuz to the universe, I don't mean a thing	Porque para o universo eu nada sou
And there is just one word and I still believe	E só há uma palavra em que ainda acredito
And it's love, love, love, love, love	E é amor, amor, amor, amor, amor
Love boat captain, take the reigns, steer us towards the clear	Capitão do barco do amor, leve-nos à calmaria
I know it's already been sung, it can't be said enough	Sei que isso já foi cantado, mas nunca é demais dizer
Lukin'	Lukin'
Drive down the street can't find the keys to my own fucking home	Eu dirijo pela estrada não consigo encontrar as chaves da porra da minha casa.
I take a walk so I can curse my ass for being dumb	Eu dou uma volta para que eu possa me culpar por ser tão burro.
I make a right after the arches, stinking grease and bone	Eu viro à direita depois dos arcos, fedendo a gordura e osso.
Stop at the supermarket, people stare like I'm a dog	Paro no supermercado, as pessoas me olham como se eu fosse um cachorro.
